localidad,fecha,casos,pcr,testAc,otras,desconocida
Navarra,2020-02-03,0,0,0,0,0
País Vasco,2020-02-03,0,0,0,0,0
Castilla y León,2020-02-03,1,0,1,0,0
Andalucía,2020-02-03,1,1,0,0,0
Galicia,2020-02-03,1,1,0,0,0
La Rioja,2020-02-03,1,1,0,0,0
España,2020-02-03,19,13,4,0,2
Cataluña,2020-02-03,3,2,0,0,1
C. Valenciana,2020-02-03,5,1,3,0,1
Madrid,2020-02-03,7,7,0,0,0
Aragón,2020-02-04,0,0,0,0,0
Asturias,2020-02-04,0,0,0,0,0
Baleares,2020-02-04,0,0,0,0,0
Cantabria,2020-02-04,0,0,0,0,0
Castilla La Mancha,2020-02-04,0,0,0,0,0
Ceuta,2020-02-04,0,0,0,0,0
Extremadura,2020-02-04,0,0,0,0,0
La Rioja,2020-02-04,0,0,0,0,0
Melilla,2020-02-04,0,0,0,0,0
Murcia,2020-02-04,0,0,0,0,0
País Vasco,2020-02-04,0,0,0,0,0
Andalucía,2020-02-04,1,0,1,0,0
C. Valenciana,2020-02-04,1,0,1,0,0
Galicia,2020-02-04,1,0,1,0,0
Navarra,2020-02-04,1,0,1,0,0
Canarias,2020-02-04,1,1,0,0,0
Castilla y León,2020-02-04,1,1,0,0,0
España,2020-02-04,13,9,4,0,0
Madrid,2020-02-04,3,3,0,0,0
Cataluña,2020-02-04,4,4,0,0,0
Aragón,2020-02-05,0,0,0,0,0
Asturias,2020-02-05,0,0,0,0,0
Baleares,2020-02-05,0,0,0,0,0
Canarias,2020-02-05,0,0,0,0,0
Cantabria,2020-02-05,0,0,0,0,0
Castilla La Mancha,2020-02-05,0,0,0,0,0
Extremadura,2020-02-05,0,0,0,0,0
La Rioja,2020-02-05,0,0,0,0,0
Melilla,2020-02-05,0,0,0,0,0
Navarra,2020-02-05,0,0,0,0,0
País Vasco,2020-02-05,0,0,0,0,0
Galicia,2020-02-05,1,0,0,0,1
Andalucía,2020-02-05,1,0,1,0,0
Ceuta,2020-02-05,1,0,1,0,0
Castilla y León,2020-02-05,1,1,0,0,0
España,2020-02-05,16,8,7,0,1
Murcia,2020-02-05,2,0,2,0,0
Cataluña,2020-02-05,2,2,0,0,0
C. Valenciana,2020-02-05,4,1,3,0,0
Madrid,2020-02-05,4,4,0,0,0
Asturias,2020-02-06,0,0,0,0,0
Baleares,2020-02-06,0,0,0,0,0
Canarias,2020-02-06,0,0,0,0,0
Cantabria,2020-02-06,0,0,0,0,0
Castilla La Mancha,2020-02-06,0,0,0,0,0
Castilla y León,2020-02-06,0,0,0,0,0
Ceuta,2020-02-06,0,0,0,0,0
Extremadura,2020-02-06,0,0,0,0,0
Galicia,2020-02-06,0,0,0,0,0
La Rioja,2020-02-06,0,0,0,0,0
Melilla,2020-02-06,0,0,0,0,0
Murcia,2020-02-06,0,0,0,0,0
Navarra,2020-02-06,0,0,0,0,0
País Vasco,2020-02-06,0,0,0,0,0
España,2020-02-06,10,9,1,0,0
Aragón,2020-02-06,1,1,0,0,0
Cataluña,2020-02-06,1,1,0,0,0
Andalucía,2020-02-06,2,1,1,0,0
C. Valenciana,2020-02-06,2,2,0,0,0
Madrid,2020-02-06,4,4,0,0,0
Aragón,2020-02-07,0,0,0,0,0
Asturias,2020-02-07,0,0,0,0,0
Baleares,2020-02-07,0,0,0,0,0
Canarias,2020-02-07,0,0,0,0,0
Cantabria,2020-02-07,0,0,0,0,0
Castilla La Mancha,2020-02-07,0,0,0,0,0
Ceuta,2020-02-07,0,0,0,0,0
Extremadura,2020-02-07,0,0,0,0,0
Galicia,2020-02-07,0,0,0,0,0
La Rioja,2020-02-07,0,0,0,0,0
Melilla,2020-02-07,0,0,0,0,0
Murcia,2020-02-07,0,0,0,0,0
Navarra,2020-02-07,0,0,0,0,0
País Vasco,2020-02-07,0,0,0,0,0
C. Valenciana,2020-02-07,1,0,1,0,0
Castilla y León,2020-02-07,1,1,0,0,0
España,2020-02-07,16,14,1,0,1
Andalucía,2020-02-07,2,2,0,0,0
Cataluña,2020-02-07,3,2,0,0,1
Madrid,2020-02-07,9,9,0,0,0
Andalucía,2020-02-08,0,0,0,0,0
Aragón,2020-02-08,0,0,0,0,0
Asturias,2020-02-08,0,0,0,0,0
Baleares,2020-02-08,0,0,0,0,0
Canarias,2020-02-08,0,0,0,0,0
Cantabria,2020-02-08,0,0,0,0,0
Castilla La Mancha,2020-02-08,0,0,0,0,0
Castilla y León,2020-02-08,0,0,0,0,0
Cataluña,2020-02-08,0,0,0,0,0
Ceuta,2020-02-08,0,0,0,0,0
C. Valenciana,2020-02-08,0,0,0,0,0
Galicia,2020-02-08,0,0,0,0,0
La Rioja,2020-02-08,0,0,0,0,0
Melilla,2020-02-08,0,0,0,0,0
Murcia,2020-02-08,0,0,0,0,0
Navarra,2020-02-08,0,0,0,0,0
País Vasco,2020-02-08,0,0,0,0,0
Extremadura,2020-02-08,1,1,0,0,0
Madrid,2020-02-08,8,8,0,0,0
España,2020-02-08,9,9,0,0,0
Aragón,2020-02-09,0,0,0,0,0
Asturias,2020-02-09,0,0,0,0,0
Baleares,2020-02-09,0,0,0,0,0
Canarias,2020-02-09,0,0,0,0,0
Cantabria,2020-02-09,0,0,0,0,0
Castilla La Mancha,2020-02-09,0,0,0,0,0
Castilla y León,2020-02-09,0,0,0,0,0
Ceuta,2020-02-09,0,0,0,0,0
C. Valenciana,2020-02-09,0,0,0,0,0
Extremadura,2020-02-09,0,0,0,0,0
Galicia,2020-02-09,0,0,0,0,0
La Rioja,2020-02-09,0,0,0,0,0
Melilla,2020-02-09,0,0,0,0,0
Murcia,2020-02-09,0,0,0,0,0
Navarra,2020-02-09,0,0,0,0,0
Cataluña,2020-02-09,1,0,0,0,1
País Vasco,2020-02-09,1,0,0,0,1
Andalucía,2020-02-09,1,0,1,0,0
Madrid,2020-02-09,2,2,0,0,0
España,2020-02-09,5,2,1,0,2
Aragón,2020-02-10,0,0,0,0,0
Asturias,2020-02-10,0,0,0,0,0
Canarias,2020-02-10,0,0,0,0,0
Cantabria,2020-02-10,0,0,0,0,0
Castilla La Mancha,2020-02-10,0,0,0,0,0
Ceuta,2020-02-10,0,0,0,0,0
Extremadura,2020-02-10,0,0,0,0,0
Galicia,2020-02-10,0,0,0,0,0
La Rioja,2020-02-10,0,0,0,0,0
Melilla,2020-02-10,0,0,0,0,0
País Vasco,2020-02-10,0,0,0,0,0
Castilla y León,2020-02-10,1,0,1,0,0
Murcia,2020-02-10,1,0,1,0,0
Andalucía,2020-02-10,1,1,0,0,0
Navarra,2020-02-10,1,1,0,0,0
Madrid,2020-02-10,11,11,0,0,0
Baleares,2020-02-10,2,2,0,0,0
España,2020-02-10,24,19,5,0,0
Cataluña,2020-02-10,3,3,0,0,0
C. Valenciana,2020-02-10,4,1,3,0,0
Asturias,2020-02-11,0,0,0,0,0
Baleares,2020-02-11,0,0,0,0,0
Canarias,2020-02-11,0,0,0,0,0
Cantabria,2020-02-11,0,0,0,0,0
Castilla La Mancha,2020-02-11,0,0,0,0,0
Ceuta,2020-02-11,0,0,0,0,0
Extremadura,2020-02-11,0,0,0,0,0
Galicia,2020-02-11,0,0,0,0,0
La Rioja,2020-02-11,0,0,0,0,0
Melilla,2020-02-11,0,0,0,0,0
Murcia,2020-02-11,0,0,0,0,0
Navarra,2020-02-11,0,0,0,0,0
País Vasco,2020-02-11,0,0,0,0,0
Andalucía,2020-02-11,1,0,1,0,0
Aragón,2020-02-11,1,1,0,0,0
Castilla y León,2020-02-11,1,1,0,0,0
C. Valenciana,2020-02-11,1,1,0,0,0
España,2020-02-11,16,14,1,0,1
Cataluña,2020-02-11,3,2,0,0,1
Madrid,2020-02-11,9,9,0,0,0
Aragón,2020-02-12,0,0,0,0,0
Asturias,2020-02-12,0,0,0,0,0
Baleares,2020-02-12,0,0,0,0,0
Cantabria,2020-02-12,0,0,0,0,0
Castilla La Mancha,2020-02-12,0,0,0,0,0
Ceuta,2020-02-12,0,0,0,0,0
Extremadura,2020-02-12,0,0,0,0,0
Galicia,2020-02-12,0,0,0,0,0
La Rioja,2020-02-12,0,0,0,0,0
Melilla,2020-02-12,0,0,0,0,0
Murcia,2020-02-12,0,0,0,0,0
Navarra,2020-02-12,0,0,0,0,0
Madrid,2020-02-12,10,10,0,0,0
Andalucía,2020-02-12,1,1,0,0,0
Canarias,2020-02-12,1,1,0,0,0
C. Valenciana,2020-02-12,1,1,0,0,0
Castilla y León,2020-02-12,2,2,0,0,0
País Vasco,2020-02-12,2,2,0,0,0
España,2020-02-12,24,23,0,0,1
Cataluña,2020-02-12,7,6,0,0,1
Asturias,2020-02-13,0,0,0,0,0
Baleares,2020-02-13,0,0,0,0,0
Canarias,2020-02-13,0,0,0,0,0
Cantabria,2020-02-13,0,0,0,0,0
Castilla La Mancha,2020-02-13,0,0,0,0,0
Galicia,2020-02-13,0,0,0,0,0
La Rioja,2020-02-13,0,0,0,0,0
Melilla,2020-02-13,0,0,0,0,0
Murcia,2020-02-13,0,0,0,0,0
Navarra,2020-02-13,0,0,0,0,0
País Vasco,2020-02-13,0,0,0,0,0
Ceuta,2020-02-13,1,0,1,0,0
Extremadura,2020-02-13,1,0,1,0,0
Aragón,2020-02-13,1,1,0,0,0
Madrid,2020-02-13,15,15,0,0,0
Andalucía,2020-02-13,2,1,1,0,0
C. Valenciana,2020-02-13,2,1,1,0,0
Castilla y León,2020-02-13,3,0,3,0,0
España,2020-02-13,34,25,7,0,2
Cataluña,2020-02-13,9,7,0,0,2
Aragón,2020-02-14,0,0,0,0,0
Asturias,2020-02-14,0,0,0,0,0
Cantabria,2020-02-14,0,0,0,0,0
Castilla La Mancha,2020-02-14,0,0,0,0,0
Ceuta,2020-02-14,0,0,0,0,0
Galicia,2020-02-14,0,0,0,0,0
La Rioja,2020-02-14,0,0,0,0,0
Melilla,2020-02-14,0,0,0,0,0
Navarra,2020-02-14,0,0,0,0,0
País Vasco,2020-02-14,0,0,0,0,0
Murcia,2020-02-14,1,0,1,0,0
Andalucía,2020-02-14,1,1,0,0,0
Baleares,2020-02-14,1,1,0,0,0
Canarias,2020-02-14,1,1,0,0,0
Castilla y León,2020-02-14,1,1,0,0,0
Cataluña,2020-02-14,1,1,0,0,0
Extremadura,2020-02-14,1,1,0,0,0
Madrid,2020-02-14,11,11,0,0,0
España,2020-02-14,20,19,1,0,0
C. Valenciana,2020-02-14,2,2,0,0,0
Aragón,2020-02-15,0,0,0,0,0
Asturias,2020-02-15,0,0,0,0,0
Baleares,2020-02-15,0,0,0,0,0
Canarias,2020-02-15,0,0,0,0,0
Cantabria,2020-02-15,0,0,0,0,0
Castilla La Mancha,2020-02-15,0,0,0,0,0
Castilla y León,2020-02-15,0,0,0,0,0
Ceuta,2020-02-15,0,0,0,0,0
Galicia,2020-02-15,0,0,0,0,0
La Rioja,2020-02-15,0,0,0,0,0
Melilla,2020-02-15,0,0,0,0,0
Murcia,2020-02-15,0,0,0,0,0
Navarra,2020-02-15,0,0,0,0,0
Cataluña,2020-02-15,10,10,0,0,0
Madrid,2020-02-15,12,12,0,0,0
Extremadura,2020-02-15,2,1,1,0,0
País Vasco,2020-02-15,3,3,0,0,0
España,2020-02-15,35,31,4,0,0
Andalucía,2020-02-15,4,1,3,0,0
C. Valenciana,2020-02-15,4,4,0,0,0
Andalucía,2020-02-16,0,0,0,0,0
Asturias,2020-02-16,0,0,0,0,0
Baleares,2020-02-16,0,0,0,0,0
Cantabria,2020-02-16,0,0,0,0,0
Castilla La Mancha,2020-02-16,0,0,0,0,0
Castilla y León,2020-02-16,0,0,0,0,0
Ceuta,2020-02-16,0,0,0,0,0
Extremadura,2020-02-16,0,0,0,0,0
La Rioja,2020-02-16,0,0,0,0,0
Melilla,2020-02-16,0,0,0,0,0
Murcia,2020-02-16,0,0,0,0,0
Navarra,2020-02-16,0,0,0,0,0
Aragón,2020-02-16,1,1,0,0,0
C. Valenciana,2020-02-16,1,1,0,0,0
Galicia,2020-02-16,1,1,0,0,0
País Vasco,2020-02-16,1,1,0,0,0
Madrid,2020-02-16,15,15,0,0,0
Canarias,2020-02-16,2,2,0,0,0
España,2020-02-16,27,26,0,0,1
Cataluña,2020-02-16,6,5,0,0,1
Asturias,2020-02-17,0,0,0,0,0
Baleares,2020-02-17,0,0,0,0,0
Canarias,2020-02-17,0,0,0,0,0
Cantabria,2020-02-17,0,0,0,0,0
Castilla La Mancha,2020-02-17,0,0,0,0,0
Castilla y León,2020-02-17,0,0,0,0,0
Ceuta,2020-02-17,0,0,0,0,0
Galicia,2020-02-17,0,0,0,0,0
La Rioja,2020-02-17,0,0,0,0,0
Melilla,2020-02-17,0,0,0,0,0
Navarra,2020-02-17,0,0,0,0,0
Extremadura,2020-02-17,1,0,1,0,0
Madrid,2020-02-17,18,18,0,0,0
Andalucía,2020-02-17,2,0,2,0,0
Aragón,2020-02-17,2,1,0,0,1
Cataluña,2020-02-17,2,1,0,0,1
País Vasco,2020-02-17,2,2,0,0,0
Murcia,2020-02-17,3,0,3,0,0
España,2020-02-17,36,25,9,0,2
C. Valenciana,2020-02-17,6,3,3,0,0
Asturias,2020-02-18,0,0,0,0,0
Baleares,2020-02-18,0,0,0,0,0
Cantabria,2020-02-18,0,0,0,0,0
Castilla La Mancha,2020-02-18,0,0,0,0,0
Ceuta,2020-02-18,0,0,0,0,0
Extremadura,2020-02-18,0,0,0,0,0
La Rioja,2020-02-18,0,0,0,0,0
Melilla,2020-02-18,0,0,0,0,0
Navarra,2020-02-18,0,0,0,0,0
País Vasco,2020-02-18,0,0,0,0,0
Murcia,2020-02-18,1,0,1,0,0
Aragón,2020-02-18,1,1,0,0,0
Canarias,2020-02-18,1,1,0,0,0
Castilla y León,2020-02-18,1,1,0,0,0
Galicia,2020-02-18,1,1,0,0,0
Madrid,2020-02-18,14,14,0,0,0
C. Valenciana,2020-02-18,2,1,1,0,0
España,2020-02-18,28,26,2,0,0
Andalucía,2020-02-18,3,3,0,0,0
Cataluña,2020-02-18,4,4,0,0,0
Aragón,2020-02-19,0,0,0,0,0
Asturias,2020-02-19,0,0,0,0,0
Baleares,2020-02-19,0,0,0,0,0
Cantabria,2020-02-19,0,0,0,0,0
Castilla La Mancha,2020-02-19,0,0,0,0,0
Ceuta,2020-02-19,0,0,0,0,0
La Rioja,2020-02-19,0,0,0,0,0
Melilla,2020-02-19,0,0,0,0,0
Navarra,2020-02-19,0,0,0,0,0
Galicia,2020-02-19,1,0,0,0,1
Castilla y León,2020-02-19,1,0,1,0,0
Murcia,2020-02-19,1,0,1,0,0
Canarias,2020-02-19,1,1,0,0,0
Cataluña,2020-02-19,1,1,0,0,0
Extremadura,2020-02-19,1,1,0,0,0
País Vasco,2020-02-19,1,1,0,0,0
Madrid,2020-02-19,12,12,0,0,0
Andalucía,2020-02-19,2,1,1,0,0
C. Valenciana,2020-02-19,2,1,1,0,0
España,2020-02-19,23,18,4,0,1
Aragón,2020-02-20,0,0,0,0,0
Asturias,2020-02-20,0,0,0,0,0
Cantabria,2020-02-20,0,0,0,0,0
Ceuta,2020-02-20,0,0,0,0,0
La Rioja,2020-02-20,0,0,0,0,0
Melilla,2020-02-20,0,0,0,0,0
Murcia,2020-02-20,0,0,0,0,0
Baleares,2020-02-20,1,0,1,0,0
Extremadura,2020-02-20,1,0,1,0,0
Navarra,2020-02-20,1,0,1,0,0
Canarias,2020-02-20,1,1,0,0,0
País Vasco,2020-02-20,1,1,0,0,0
Cataluña,2020-02-20,15,12,0,0,3
Castilla La Mancha,2020-02-20,2,1,0,0,1
Madrid,2020-02-20,24,24,0,0,0
Castilla y León,2020-02-20,3,1,2,0,0
Galicia,2020-02-20,3,3,0,0,0
C. Valenciana,2020-02-20,6,3,3,0,0
España,2020-02-20,66,49,13,0,4
Andalucía,2020-02-20,8,3,5,0,0
Asturias,2020-02-21,0,0,0,0,0
Baleares,2020-02-21,0,0,0,0,0
Canarias,2020-02-21,0,0,0,0,0
Cantabria,2020-02-21,0,0,0,0,0
Castilla La Mancha,2020-02-21,0,0,0,0,0
Ceuta,2020-02-21,0,0,0,0,0
Galicia,2020-02-21,0,0,0,0,0
Melilla,2020-02-21,0,0,0,0,0
Murcia,2020-02-21,0,0,0,0,0
Extremadura,2020-02-21,1,0,1,0,0
La Rioja,2020-02-21,1,1,0,0,0
Cataluña,2020-02-21,16,14,0,0,2
Navarra,2020-02-21,2,1,1,0,0
Aragón,2020-02-21,2,2,0,0,0
Madrid,2020-02-21,27,27,0,0,0
C. Valenciana,2020-02-21,3,2,1,0,0
País Vasco,2020-02-21,3,3,0,0,0
Castilla y León,2020-02-21,5,3,2,0,0
Andalucía,2020-02-21,5,4,1,0,0
España,2020-02-21,65,57,6,0,2
Asturias,2020-02-22,0,0,0,0,0
Baleares,2020-02-22,0,0,0,0,0
Canarias,2020-02-22,0,0,0,0,0
Cantabria,2020-02-22,0,0,0,0,0
Castilla La Mancha,2020-02-22,0,0,0,0,0
Ceuta,2020-02-22,0,0,0,0,0
Extremadura,2020-02-22,0,0,0,0,0
La Rioja,2020-02-22,0,0,0,0,0
Melilla,2020-02-22,0,0,0,0,0
Murcia,2020-02-22,1,1,0,0,0
Navarra,2020-02-22,1,1,0,0,0
Cataluña,2020-02-22,11,9,0,0,2
Andalucía,2020-02-22,2,2,0,0,0
Castilla y León,2020-02-22,2,2,0,0,0
C. Valenciana,2020-02-22,2,2,0,0,0
Madrid,2020-02-22,30,30,0,0,0
Galicia,2020-02-22,3,2,1,0,0
Aragón,2020-02-22,3,3,0,0,0
País Vasco,2020-02-22,4,4,0,0,0
España,2020-02-22,59,56,1,0,2
Baleares,2020-02-23,0,0,0,0,0
Castilla La Mancha,2020-02-23,0,0,0,0,0
Ceuta,2020-02-23,0,0,0,0,0
Extremadura,2020-02-23,0,0,0,0,0
Galicia,2020-02-23,0,0,0,0,0
Melilla,2020-02-23,0,0,0,0,0
Aragón,2020-02-23,1,1,0,0,0
Asturias,2020-02-23,1,1,0,0,0
Cantabria,2020-02-23,1,1,0,0,0
La Rioja,2020-02-23,1,1,0,0,0
Murcia,2020-02-23,1,1,0,0,0
Navarra,2020-02-23,1,1,0,0,0
País Vasco,2020-02-23,1,1,0,0,0
Andalucía,2020-02-23,2,2,0,0,0
Canarias,2020-02-23,2,2,0,0,0
Madrid,2020-02-23,44,44,0,0,0
Castilla y León,2020-02-23,5,4,1,0,0
C. Valenciana,2020-02-23,5,5,0,0,0
España,2020-02-23,73,70,1,0,2
Cataluña,2020-02-23,8,6,0,0,2
Asturias,2020-02-24,0,0,0,0,0
Baleares,2020-02-24,0,0,0,0,0
Canarias,2020-02-24,0,0,0,0,0
Cantabria,2020-02-24,0,0,0,0,0
Ceuta,2020-02-24,0,0,0,0,0
Extremadura,2020-02-24,0,0,0,0,0
Melilla,2020-02-24,0,0,0,0,0
Aragón,2020-02-24,1,1,0,0,0
Galicia,2020-02-24,1,1,0,0,0
España,2020-02-24,115,102,4,0,9
Cataluña,2020-02-24,14,9,0,0,5
C. Valenciana,2020-02-24,15,13,2,0,0
Murcia,2020-02-24,2,1,1,0,0
La Rioja,2020-02-24,2,2,0,0,0
Navarra,2020-02-24,3,3,0,0,0
Castilla La Mancha,2020-02-24,4,0,0,0,4
Castilla y León,2020-02-24,5,4,1,0,0
Andalucía,2020-02-24,5,5,0,0,0
Madrid,2020-02-24,57,57,0,0,0
País Vasco,2020-02-24,6,6,0,0,0
Baleares,2020-02-25,0,0,0,0,0
Ceuta,2020-02-25,0,0,0,0,0
Melilla,2020-02-25,0,0,0,0,0
C. Valenciana,2020-02-25,10,8,2,0,0
Asturias,2020-02-25,1,1,0,0,0
País Vasco,2020-02-25,12,11,0,0,1
España,2020-02-25,145,124,10,1,10
Canarias,2020-02-25,2,1,0,0,1
Aragón,2020-02-25,2,2,0,0,0
La Rioja,2020-02-25,2,2,0,0,0
Cataluña,2020-02-25,22,18,0,1,3
Murcia,2020-02-25,3,1,2,0,0
Galicia,2020-02-25,3,2,0,0,1
Castilla La Mancha,2020-02-25,4,1,0,0,3
Navarra,2020-02-25,4,2,2,0,0
Extremadura,2020-02-25,5,2,3,0,0
Madrid,2020-02-25,52,51,0,0,1
Castilla y León,2020-02-25,6,5,1,0,0
Cantabria,2020-02-25,8,8,0,0,0
Andalucía,2020-02-25,9,9,0,0,0
Asturias,2020-02-26,0,0,0,0,0
Cantabria,2020-02-26,0,0,0,0,0
Ceuta,2020-02-26,0,0,0,0,0
Melilla,2020-02-26,0,0,0,0,0
Baleares,2020-02-26,1,0,1,0,0
Extremadura,2020-02-26,1,0,1,0,0
Murcia,2020-02-26,1,0,1,0,0
País Vasco,2020-02-26,11,11,0,0,0
España,2020-02-26,166,144,8,0,14
Aragón,2020-02-26,2,2,0,0,0
Cataluña,2020-02-26,31,20,0,0,11
Galicia,2020-02-26,3,3,0,0,0
La Rioja,2020-02-26,4,4,0,0,0
Castilla La Mancha,2020-02-26,5,2,0,0,3
Navarra,2020-02-26,5,2,3,0,0
Madrid,2020-02-26,69,69,0,0,0
Canarias,2020-02-26,7,7,0,0,0
Castilla y León,2020-02-26,8,7,1,0,0
C. Valenciana,2020-02-26,9,8,1,0,0
Andalucía,2020-02-26,9,9,0,0,0
Aragón,2020-02-27,0,0,0,0,0
Asturias,2020-02-27,0,0,0,0,0
Cantabria,2020-02-27,0,0,0,0,0
Ceuta,2020-02-27,0,0,0,0,0
Melilla,2020-02-27,0,0,0,0,0
Canarias,2020-02-27,1,1,0,0,0
Murcia,2020-02-27,1,1,0,0,0
Andalucía,2020-02-27,11,7,4,0,0
País Vasco,2020-02-27,14,13,0,0,1
C. Valenciana,2020-02-27,15,15,0,0,0
Cataluña,2020-02-27,17,13,0,1,3
España,2020-02-27,199,178,9,1,11
Extremadura,2020-02-27,3,1,2,0,0
Baleares,2020-02-27,4,4,0,0,0
Navarra,2020-02-27,5,4,1,0,0
Castilla y León,2020-02-27,7,6,1,0,0
Galicia,2020-02-27,7,7,0,0,0
Castilla La Mancha,2020-02-27,9,2,0,0,7
Madrid,2020-02-27,96,96,0,0,0
La Rioja,2020-02-27,9,8,1,0,0
Cantabria,2020-02-28,0,0,0,0,0
Ceuta,2020-02-28,0,0,0,0,0
Melilla,2020-02-28,0,0,0,0,0
La Rioja,2020-02-28,10,10,0,0,0
Asturias,2020-02-28,1,1,0,0,0
Castilla La Mancha,2020-02-28,11,4,1,0,6
Castilla y León,2020-02-28,11,8,3,0,0
Madrid,2020-02-28,162,161,0,0,1
C. Valenciana,2020-02-28,28,22,5,0,1
Murcia,2020-02-28,3,1,2,0,0
Navarra,2020-02-28,3,2,1,0,0
Aragón,2020-02-28,3,3,0,0,0
País Vasco,2020-02-28,33,31,0,0,2
España,2020-02-28,335,297,16,1,21
Cataluña,2020-02-28,36,29,0,1,6
Baleares,2020-02-28,4,1,0,0,3
Galicia,2020-02-28,6,6,0,0,0
Extremadura,2020-02-28,8,4,3,0,1
Canarias,2020-02-28,8,7,0,0,1
Andalucía,2020-02-28,8,7,1,0,0
Ceuta,2020-02-29,0,0,0,0,0
Melilla,2020-02-29,0,0,0,0,0
Castilla y León,2020-02-29,10,10,0,0,0
Madrid,2020-02-29,109,108,1,0,0
Cantabria,2020-02-29,1,1,0,0,0
Galicia,2020-02-29,1,1,0,0,0
La Rioja,2020-02-29,13,13,0,0,0
Castilla La Mancha,2020-02-29,15,3,0,0,12
C. Valenciana,2020-02-29,17,14,3,0,0
Asturias,2020-02-29,2,2,0,0,0
Baleares,2020-02-29,2,2,0,0,0
País Vasco,2020-02-29,25,25,0,0,0
España,2020-02-29,255,227,8,0,20
Cataluña,2020-02-29,27,19,0,0,8
Murcia,2020-02-29,3,2,1,0,0
Extremadura,2020-02-29,4,3,1,0,0
Navarra,2020-02-29,5,4,1,0,0
Aragón,2020-02-29,6,6,0,0,0
Canarias,2020-02-29,6,6,0,0,0
Andalucía,2020-02-29,9,8,1,0,0
Ceuta,2020-03-01,0,0,0,0,0
Melilla,2020-03-01,0,0,0,0,0
Cantabria,2020-03-01,1,1,0,0,0
Navarra,2020-03-01,13,8,5,0,0
Asturias,2020-03-01,2,2,0,0,0
La Rioja,2020-03-01,22,22,0,0,0
Castilla y León,2020-03-01,32,28,4,0,0
Madrid,2020-03-01,326,326,0,0,0
Andalucía,2020-03-01,34,25,9,0,0
Baleares,2020-03-01,4,4,0,0,0
C. Valenciana,2020-03-01,44,34,9,0,1
País Vasco,2020-03-01,47,47,0,0,0
Extremadura,2020-03-01,5,3,2,0,0
Murcia,2020-03-01,5,4,1,0,0
