localidad,fecha,casos,pcr,testAc,otras,desconocida
Canarias,2020-02-01,0,0,0,0,0
Canarias,2020-02-01,0,0,0,0,0
Cantabria,2020-02-01,0,0,0,0,0
Cantabria,2020-02-01,0,0,0,0,0
Castilla La Mancha,2020-02-01,0,0,0,0,0
Castilla La Mancha,2020-02-01,0,0,0,0,0
Castilla y León,2020-02-01,0,0,0,0,0
Castilla y León,2020-02-01,0,0,0,0,0
Ceuta,2020-02-01,0,0,0,0,0
Ceuta,2020-02-01,0,0,0,0,0
Extremadura,2020-02-01,0,0,0,0,0
Extremadura,2020-02-01,0,0,0,0,0
La Rioja,2020-02-01,0,0,0,0,0
La Rioja,2020-02-01,0,0,0,0,0
Melilla,2020-02-01,0,0,0,0,0
Melilla,2020-02-01,0,0,0,0,0
Murcia,2020-02-01,0,0,0,0,0
Murcia,2020-02-01,0,0,0,0,0
Navarra,2020-02-01,0,0,0,0,0
Navarra,2020-02-01,0,0,0,0,0
País Vasco,2020-02-01,0,0,0,0,0
País Vasco,2020-02-01,0,0,0,0,0
C. Valenciana,2020-02-01,1,1,0,0,0
C. Valenciana,2020-02-01,1,1,0,0,0
Galicia,2020-02-01,1,1,0,0,0
Galicia,2020-02-01,1,1,0,0,0
España,2020-02-01,21,19,0,0,2
España,2020-02-01,21,19,0,0,2
Andalucía,2020-02-01,2,2,0,0,0
Andalucía,2020-02-01,2,2,0,0,0
Cataluña,2020-02-01,8,6,0,0,2
Cataluña,2020-02-01,8,6,0,0,2
Madrid,2020-02-01,9,9,0,0,0
Madrid,2020-02-01,9,9,0,0,0
Aragón,2020-02-02,0,0,0,0,0
Aragón,2020-02-02,0,0,0,0,0
Asturias,2020-02-02,0,0,0,0,0
Asturias,2020-02-02,0,0,0,0,0
Baleares,2020-02-02,0,0,0,0,0
Baleares,2020-02-02,0,0,0,0,0
Cantabria,2020-02-02,0,0,0,0,0
Cantabria,2020-02-02,0,0,0,0,0
Castilla La Mancha,2020-02-02,0,0,0,0,0
Castilla La Mancha,2020-02-02,0,0,0,0,0
Castilla y León,2020-02-02,0,0,0,0,0
Ceuta,2020-02-02,0,0,0,0,0
Ceuta,2020-02-02,0,0,0,0,0
C. Valenciana,2020-02-02,0,0,0,0,0
C. Valenciana,2020-02-02,0,0,0,0,0
La Rioja,2020-02-02,0,0,0,0,0
La Rioja,2020-02-02,0,0,0,0,0
Melilla,2020-02-02,0,0,0,0,0
Melilla,2020-02-02,0,0,0,0,0
Murcia,2020-02-02,0,0,0,0,0
Murcia,2020-02-02,0,0,0,0,0
Navarra,2020-02-02,0,0,0,0,0
Navarra,2020-02-02,0,0,0,0,0
País Vasco,2020-02-02,0,0,0,0,0
País Vasco,2020-02-02,0,0,0,0,0
Canarias,2020-02-02,1,0,0,0,1
Canarias,2020-02-02,1,0,0,0,1
Castilla y León,2020-02-02,1,1,0,0,0
Galicia,2020-02-02,1,1,0,0,0
Galicia,2020-02-02,1,1,0,0,0
España,2020-02-02,14,9,3,0,2
España,2020-02-02,16,11,3,0,2
Extremadura,2020-02-02,2,0,2,0,0
Extremadura,2020-02-02,2,0,2,0,0
Cataluña,2020-02-02,2,1,0,0,1
Andalucía,2020-02-02,2,1,1,0,0
Andalucía,2020-02-02,2,1,1,0,0
Cataluña,2020-02-02,3,2,0,0,1
Madrid,2020-02-02,6,6,0,0,0
Madrid,2020-02-02,6,6,0,0,0
Aragón,2020-02-03,0,0,0,0,0
Aragón,2020-02-03,0,0,0,0,0
Asturias,2020-02-03,0,0,0,0,0
Asturias,2020-02-03,0,0,0,0,0
Baleares,2020-02-03,0,0,0,0,0
Baleares,2020-02-03,0,0,0,0,0
Canarias,2020-02-03,0,0,0,0,0
Canarias,2020-02-03,0,0,0,0,0
Cantabria,2020-02-03,0,0,0,0,0
Cantabria,2020-02-03,0,0,0,0,0
Castilla La Mancha,2020-02-03,0,0,0,0,0
Castilla La Mancha,2020-02-03,0,0,0,0,0
Ceuta,2020-02-03,0,0,0,0,0
Ceuta,2020-02-03,0,0,0,0,0
Extremadura,2020-02-03,0,0,0,0,0
Extremadura,2020-02-03,0,0,0,0,0
Melilla,2020-02-03,0,0,0,0,0
Melilla,2020-02-03,0,0,0,0,0
Murcia,2020-02-03,0,0,0,0,0
Murcia,2020-02-03,0,0,0,0,0
Navarra,2020-02-03,0,0,0,0,0
Navarra,2020-02-03,0,0,0,0,0
País Vasco,2020-02-03,0,0,0,0,0
País Vasco,2020-02-03,0,0,0,0,0
Castilla y León,2020-02-03,1,0,1,0,0
Castilla y León,2020-02-03,1,0,1,0,0
Andalucía,2020-02-03,1,1,0,0,0
Andalucía,2020-02-03,1,1,0,0,0
Galicia,2020-02-03,1,1,0,0,0
Galicia,2020-02-03,1,1,0,0,0
La Rioja,2020-02-03,1,1,0,0,0
La Rioja,2020-02-03,1,1,0,0,0
España,2020-02-03,19,13,4,0,2
España,2020-02-03,20,14,4,0,2
Cataluña,2020-02-03,3,2,0,0,1
Cataluña,2020-02-03,3,2,0,0,1
C. Valenciana,2020-02-03,5,1,3,0,1
C. Valenciana,2020-02-03,5,1,3,0,1
Madrid,2020-02-03,7,7,0,0,0
Madrid,2020-02-03,8,8,0,0,0
Aragón,2020-02-04,0,0,0,0,0
Aragón,2020-02-04,0,0,0,0,0
Asturias,2020-02-04,0,0,0,0,0
Asturias,2020-02-04,0,0,0,0,0
Baleares,2020-02-04,0,0,0,0,0
Baleares,2020-02-04,0,0,0,0,0
Cantabria,2020-02-04,0,0,0,0,0
Cantabria,2020-02-04,0,0,0,0,0
Castilla La Mancha,2020-02-04,0,0,0,0,0
Castilla La Mancha,2020-02-04,0,0,0,0,0
Ceuta,2020-02-04,0,0,0,0,0
Ceuta,2020-02-04,0,0,0,0,0
Extremadura,2020-02-04,0,0,0,0,0
Extremadura,2020-02-04,0,0,0,0,0
La Rioja,2020-02-04,0,0,0,0,0
La Rioja,2020-02-04,0,0,0,0,0
Melilla,2020-02-04,0,0,0,0,0
Melilla,2020-02-04,0,0,0,0,0
Murcia,2020-02-04,0,0,0,0,0
Murcia,2020-02-04,0,0,0,0,0
País Vasco,2020-02-04,0,0,0,0,0
País Vasco,2020-02-04,0,0,0,0,0
Andalucía,2020-02-04,1,0,1,0,0
Andalucía,2020-02-04,1,0,1,0,0
C. Valenciana,2020-02-04,1,0,1,0,0
C. Valenciana,2020-02-04,1,0,1,0,0
Galicia,2020-02-04,1,0,1,0,0
Galicia,2020-02-04,1,0,1,0,0
Navarra,2020-02-04,1,0,1,0,0
Navarra,2020-02-04,1,0,1,0,0
Canarias,2020-02-04,1,1,0,0,0
Canarias,2020-02-04,1,1,0,0,0
Castilla y León,2020-02-04,1,1,0,0,0
Castilla y León,2020-02-04,1,1,0,0,0
España,2020-02-04,13,9,4,0,0
España,2020-02-04,13,9,4,0,0
Madrid,2020-02-04,3,3,0,0,0
Madrid,2020-02-04,3,3,0,0,0
Cataluña,2020-02-04,4,4,0,0,0
Cataluña,2020-02-04,4,4,0,0,0
Aragón,2020-02-05,0,0,0,0,0
Aragón,2020-02-05,0,0,0,0,0
Asturias,2020-02-05,0,0,0,0,0
Asturias,2020-02-05,0,0,0,0,0
Baleares,2020-02-05,0,0,0,0,0
Baleares,2020-02-05,0,0,0,0,0
Canarias,2020-02-05,0,0,0,0,0
Canarias,2020-02-05,0,0,0,0,0
Cantabria,2020-02-05,0,0,0,0,0
Cantabria,2020-02-05,0,0,0,0,0
Castilla La Mancha,2020-02-05,0,0,0,0,0
Castilla La Mancha,2020-02-05,0,0,0,0,0
Extremadura,2020-02-05,0,0,0,0,0
Extremadura,2020-02-05,0,0,0,0,0
La Rioja,2020-02-05,0,0,0,0,0
La Rioja,2020-02-05,0,0,0,0,0
Melilla,2020-02-05,0,0,0,0,0
Melilla,2020-02-05,0,0,0,0,0
Navarra,2020-02-05,0,0,0,0,0
Navarra,2020-02-05,0,0,0,0,0
País Vasco,2020-02-05,0,0,0,0,0
País Vasco,2020-02-05,0,0,0,0,0
Galicia,2020-02-05,1,0,0,0,1
Galicia,2020-02-05,1,0,0,0,1
Andalucía,2020-02-05,1,0,1,0,0
Andalucía,2020-02-05,1,0,1,0,0
Ceuta,2020-02-05,1,0,1,0,0
Ceuta,2020-02-05,1,0,1,0,0
Castilla y León,2020-02-05,1,1,0,0,0
Castilla y León,2020-02-05,1,1,0,0,0
España,2020-02-05,15,7,7,0,1
España,2020-02-05,16,8,7,0,1
Murcia,2020-02-05,2,0,2,0,0
Murcia,2020-02-05,2,0,2,0,0
Cataluña,2020-02-05,2,2,0,0,0
Cataluña,2020-02-05,2,2,0,0,0
C. Valenciana,2020-02-05,3,0,3,0,0
C. Valenciana,2020-02-05,4,1,3,0,0
Madrid,2020-02-05,4,4,0,0,0
Madrid,2020-02-05,4,4,0,0,0
Asturias,2020-02-06,0,0,0,0,0
Asturias,2020-02-06,0,0,0,0,0
Baleares,2020-02-06,0,0,0,0,0
Baleares,2020-02-06,0,0,0,0,0
Canarias,2020-02-06,0,0,0,0,0
Canarias,2020-02-06,0,0,0,0,0
Cantabria,2020-02-06,0,0,0,0,0
Cantabria,2020-02-06,0,0,0,0,0
Castilla La Mancha,2020-02-06,0,0,0,0,0
Castilla La Mancha,2020-02-06,0,0,0,0,0
Castilla y León,2020-02-06,0,0,0,0,0
Castilla y León,2020-02-06,0,0,0,0,0
Ceuta,2020-02-06,0,0,0,0,0
Ceuta,2020-02-06,0,0,0,0,0
Extremadura,2020-02-06,0,0,0,0,0
Extremadura,2020-02-06,0,0,0,0,0
Galicia,2020-02-06,0,0,0,0,0
Galicia,2020-02-06,0,0,0,0,0
La Rioja,2020-02-06,0,0,0,0,0
La Rioja,2020-02-06,0,0,0,0,0
Melilla,2020-02-06,0,0,0,0,0
Melilla,2020-02-06,0,0,0,0,0
Murcia,2020-02-06,0,0,0,0,0
Murcia,2020-02-06,0,0,0,0,0
Navarra,2020-02-06,0,0,0,0,0
Navarra,2020-02-06,0,0,0,0,0
País Vasco,2020-02-06,0,0,0,0,0
País Vasco,2020-02-06,0,0,0,0,0
España,2020-02-06,10,9,1,0,0
España,2020-02-06,10,9,1,0,0
Aragón,2020-02-06,1,1,0,0,0
Aragón,2020-02-06,1,1,0,0,0
Cataluña,2020-02-06,1,1,0,0,0
Cataluña,2020-02-06,1,1,0,0,0
Andalucía,2020-02-06,2,1,1,0,0
Andalucía,2020-02-06,2,1,1,0,0
C. Valenciana,2020-02-06,2,2,0,0,0
C. Valenciana,2020-02-06,2,2,0,0,0
Madrid,2020-02-06,4,4,0,0,0
Madrid,2020-02-06,4,4,0,0,0
Aragón,2020-02-07,0,0,0,0,0
Aragón,2020-02-07,0,0,0,0,0
Asturias,2020-02-07,0,0,0,0,0
Asturias,2020-02-07,0,0,0,0,0
Baleares,2020-02-07,0,0,0,0,0
Baleares,2020-02-07,0,0,0,0,0
Canarias,2020-02-07,0,0,0,0,0
Canarias,2020-02-07,0,0,0,0,0
Cantabria,2020-02-07,0,0,0,0,0
Cantabria,2020-02-07,0,0,0,0,0
Castilla La Mancha,2020-02-07,0,0,0,0,0
Castilla La Mancha,2020-02-07,0,0,0,0,0
Ceuta,2020-02-07,0,0,0,0,0
Ceuta,2020-02-07,0,0,0,0,0
Extremadura,2020-02-07,0,0,0,0,0
Extremadura,2020-02-07,0,0,0,0,0
Galicia,2020-02-07,0,0,0,0,0
Galicia,2020-02-07,0,0,0,0,0
La Rioja,2020-02-07,0,0,0,0,0
La Rioja,2020-02-07,0,0,0,0,0
Melilla,2020-02-07,0,0,0,0,0
Melilla,2020-02-07,0,0,0,0,0
Murcia,2020-02-07,0,0,0,0,0
Murcia,2020-02-07,0,0,0,0,0
Navarra,2020-02-07,0,0,0,0,0
Navarra,2020-02-07,0,0,0,0,0
País Vasco,2020-02-07,0,0,0,0,0
País Vasco,2020-02-07,0,0,0,0,0
C. Valenciana,2020-02-07,1,0,1,0,0
C. Valenciana,2020-02-07,1,0,1,0,0
Castilla y León,2020-02-07,1,1,0,0,0
Castilla y León,2020-02-07,1,1,0,0,0
España,2020-02-07,16,14,1,0,1
España,2020-02-07,16,14,1,0,1
Andalucía,2020-02-07,2,2,0,0,0
Andalucía,2020-02-07,2,2,0,0,0
Cataluña,2020-02-07,3,2,0,0,1
Cataluña,2020-02-07,3,2,0,0,1
Madrid,2020-02-07,9,9,0,0,0
Madrid,2020-02-07,9,9,0,0,0
Andalucía,2020-02-08,0,0,0,0,0
Andalucía,2020-02-08,0,0,0,0,0
Aragón,2020-02-08,0,0,0,0,0
Aragón,2020-02-08,0,0,0,0,0
Asturias,2020-02-08,0,0,0,0,0
Asturias,2020-02-08,0,0,0,0,0
Baleares,2020-02-08,0,0,0,0,0
Baleares,2020-02-08,0,0,0,0,0
Canarias,2020-02-08,0,0,0,0,0
Canarias,2020-02-08,0,0,0,0,0
Cantabria,2020-02-08,0,0,0,0,0
Cantabria,2020-02-08,0,0,0,0,0
Castilla La Mancha,2020-02-08,0,0,0,0,0
Castilla La Mancha,2020-02-08,0,0,0,0,0
Castilla y León,2020-02-08,0,0,0,0,0
Castilla y León,2020-02-08,0,0,0,0,0
Cataluña,2020-02-08,0,0,0,0,0
Cataluña,2020-02-08,0,0,0,0,0
Ceuta,2020-02-08,0,0,0,0,0
Ceuta,2020-02-08,0,0,0,0,0
C. Valenciana,2020-02-08,0,0,0,0,0
C. Valenciana,2020-02-08,0,0,0,0,0
Galicia,2020-02-08,0,0,0,0,0
Galicia,2020-02-08,0,0,0,0,0
La Rioja,2020-02-08,0,0,0,0,0
La Rioja,2020-02-08,0,0,0,0,0
Melilla,2020-02-08,0,0,0,0,0
Melilla,2020-02-08,0,0,0,0,0
Murcia,2020-02-08,0,0,0,0,0
Murcia,2020-02-08,0,0,0,0,0
Navarra,2020-02-08,0,0,0,0,0
Navarra,2020-02-08,0,0,0,0,0
País Vasco,2020-02-08,0,0,0,0,0
País Vasco,2020-02-08,0,0,0,0,0
Extremadura,2020-02-08,1,1,0,0,0
Extremadura,2020-02-08,1,1,0,0,0
Madrid,2020-02-08,8,8,0,0,0
Madrid,2020-02-08,8,8,0,0,0
España,2020-02-08,9,9,0,0,0
España,2020-02-08,9,9,0,0,0
Aragón,2020-02-09,0,0,0,0,0
Aragón,2020-02-09,0,0,0,0,0
Asturias,2020-02-09,0,0,0,0,0
Asturias,2020-02-09,0,0,0,0,0
Baleares,2020-02-09,0,0,0,0,0
Baleares,2020-02-09,0,0,0,0,0
Canarias,2020-02-09,0,0,0,0,0
Canarias,2020-02-09,0,0,0,0,0
Cantabria,2020-02-09,0,0,0,0,0
Cantabria,2020-02-09,0,0,0,0,0
Castilla La Mancha,2020-02-09,0,0,0,0,0
Castilla La Mancha,2020-02-09,0,0,0,0,0
Castilla y León,2020-02-09,0,0,0,0,0
Castilla y León,2020-02-09,0,0,0,0,0
Ceuta,2020-02-09,0,0,0,0,0
Ceuta,2020-02-09,0,0,0,0,0
C. Valenciana,2020-02-09,0,0,0,0,0
C. Valenciana,2020-02-09,0,0,0,0,0
Extremadura,2020-02-09,0,0,0,0,0
Extremadura,2020-02-09,0,0,0,0,0
Galicia,2020-02-09,0,0,0,0,0
Galicia,2020-02-09,0,0,0,0,0
La Rioja,2020-02-09,0,0,0,0,0
La Rioja,2020-02-09,0,0,0,0,0
Melilla,2020-02-09,0,0,0,0,0
Melilla,2020-02-09,0,0,0,0,0
Murcia,2020-02-09,0,0,0,0,0
Murcia,2020-02-09,0,0,0,0,0
Navarra,2020-02-09,0,0,0,0,0
Navarra,2020-02-09,0,0,0,0,0
Cataluña,2020-02-09,1,0,0,0,1
Cataluña,2020-02-09,1,0,0,0,1
País Vasco,2020-02-09,1,0,0,0,1
País Vasco,2020-02-09,1,0,0,0,1
Andalucía,2020-02-09,1,0,1,0,0
Andalucía,2020-02-09,1,0,1,0,0
Madrid,2020-02-09,2,2,0,0,0
Madrid,2020-02-09,2,2,0,0,0
España,2020-02-09,5,2,1,0,2
España,2020-02-09,5,2,1,0,2
Aragón,2020-02-10,0,0,0,0,0
Aragón,2020-02-10,0,0,0,0,0
Asturias,2020-02-10,0,0,0,0,0
Asturias,2020-02-10,0,0,0,0,0
Canarias,2020-02-10,0,0,0,0,0
Canarias,2020-02-10,0,0,0,0,0
Cantabria,2020-02-10,0,0,0,0,0
Cantabria,2020-02-10,0,0,0,0,0
Castilla La Mancha,2020-02-10,0,0,0,0,0
Castilla La Mancha,2020-02-10,0,0,0,0,0
Ceuta,2020-02-10,0,0,0,0,0
Ceuta,2020-02-10,0,0,0,0,0
Extremadura,2020-02-10,0,0,0,0,0
Extremadura,2020-02-10,0,0,0,0,0
Galicia,2020-02-10,0,0,0,0,0
Galicia,2020-02-10,0,0,0,0,0
La Rioja,2020-02-10,0,0,0,0,0
La Rioja,2020-02-10,0,0,0,0,0
Melilla,2020-02-10,0,0,0,0,0
Melilla,2020-02-10,0,0,0,0,0
País Vasco,2020-02-10,0,0,0,0,0
País Vasco,2020-02-10,0,0,0,0,0
Castilla y León,2020-02-10,1,0,1,0,0
Castilla y León,2020-02-10,1,0,1,0,0
Murcia,2020-02-10,1,0,1,0,0
Murcia,2020-02-10,1,0,1,0,0
Andalucía,2020-02-10,1,1,0,0,0
Andalucía,2020-02-10,1,1,0,0,0
Navarra,2020-02-10,1,1,0,0,0
Navarra,2020-02-10,1,1,0,0,0
Madrid,2020-02-10,11,11,0,0,0
Madrid,2020-02-10,11,11,0,0,0
Baleares,2020-02-10,2,2,0,0,0
Baleares,2020-02-10,2,2,0,0,0
España,2020-02-10,24,19,5,0,0
España,2020-02-10,24,19,5,0,0
Cataluña,2020-02-10,3,3,0,0,0
Cataluña,2020-02-10,3,3,0,0,0
C. Valenciana,2020-02-10,4,1,3,0,0
C. Valenciana,2020-02-10,4,1,3,0,0
Asturias,2020-02-11,0,0,0,0,0
Asturias,2020-02-11,0,0,0,0,0
Baleares,2020-02-11,0,0,0,0,0
Baleares,2020-02-11,0,0,0,0,0
Canarias,2020-02-11,0,0,0,0,0
Canarias,2020-02-11,0,0,0,0,0
Cantabria,2020-02-11,0,0,0,0,0
Cantabria,2020-02-11,0,0,0,0,0
Castilla La Mancha,2020-02-11,0,0,0,0,0
Castilla La Mancha,2020-02-11,0,0,0,0,0
Ceuta,2020-02-11,0,0,0,0,0
Ceuta,2020-02-11,0,0,0,0,0
Extremadura,2020-02-11,0,0,0,0,0
Extremadura,2020-02-11,0,0,0,0,0
Galicia,2020-02-11,0,0,0,0,0
Galicia,2020-02-11,0,0,0,0,0
La Rioja,2020-02-11,0,0,0,0,0
La Rioja,2020-02-11,0,0,0,0,0
Melilla,2020-02-11,0,0,0,0,0
Melilla,2020-02-11,0,0,0,0,0
Murcia,2020-02-11,0,0,0,0,0
Murcia,2020-02-11,0,0,0,0,0
Navarra,2020-02-11,0,0,0,0,0
Navarra,2020-02-11,0,0,0,0,0
País Vasco,2020-02-11,0,0,0,0,0
País Vasco,2020-02-11,0,0,0,0,0
Andalucía,2020-02-11,1,0,1,0,0
Andalucía,2020-02-11,1,0,1,0,0
Aragón,2020-02-11,1,1,0,0,0
Aragón,2020-02-11,1,1,0,0,0
Castilla y León,2020-02-11,1,1,0,0,0
Castilla y León,2020-02-11,1,1,0,0,0
C. Valenciana,2020-02-11,1,1,0,0,0
C. Valenciana,2020-02-11,1,1,0,0,0
España,2020-02-11,16,14,1,0,1
España,2020-02-11,16,14,1,0,1
Cataluña,2020-02-11,3,2,0,0,1
Cataluña,2020-02-11,3,2,0,0,1
Madrid,2020-02-11,9,9,0,0,0
Madrid,2020-02-11,9,9,0,0,0
Aragón,2020-02-12,0,0,0,0,0
Aragón,2020-02-12,0,0,0,0,0
Asturias,2020-02-12,0,0,0,0,0
Asturias,2020-02-12,0,0,0,0,0
Baleares,2020-02-12,0,0,0,0,0
Baleares,2020-02-12,0,0,0,0,0
Cantabria,2020-02-12,0,0,0,0,0
Cantabria,2020-02-12,0,0,0,0,0
Castilla La Mancha,2020-02-12,0,0,0,0,0
Castilla La Mancha,2020-02-12,0,0,0,0,0
Ceuta,2020-02-12,0,0,0,0,0
Ceuta,2020-02-12,0,0,0,0,0
Extremadura,2020-02-12,0,0,0,0,0
Extremadura,2020-02-12,0,0,0,0,0
Galicia,2020-02-12,0,0,0,0,0
Galicia,2020-02-12,0,0,0,0,0
La Rioja,2020-02-12,0,0,0,0,0
La Rioja,2020-02-12,0,0,0,0,0
Melilla,2020-02-12,0,0,0,0,0
Melilla,2020-02-12,0,0,0,0,0
Murcia,2020-02-12,0,0,0,0,0
Murcia,2020-02-12,0,0,0,0,0
Navarra,2020-02-12,0,0,0,0,0
Navarra,2020-02-12,0,0,0,0,0
Madrid,2020-02-12,10,10,0,0,0
Madrid,2020-02-12,10,10,0,0,0
Andalucía,2020-02-12,1,1,0,0,0
Andalucía,2020-02-12,1,1,0,0,0
Canarias,2020-02-12,1,1,0,0,0
Canarias,2020-02-12,1,1,0,0,0
C. Valenciana,2020-02-12,1,1,0,0,0
C. Valenciana,2020-02-12,1,1,0,0,0
Castilla y León,2020-02-12,2,2,0,0,0
Castilla y León,2020-02-12,2,2,0,0,0
País Vasco,2020-02-12,2,2,0,0,0
País Vasco,2020-02-12,2,2,0,0,0
España,2020-02-12,24,23,0,0,1
España,2020-02-12,24,23,0,0,1
Cataluña,2020-02-12,7,6,0,0,1
Cataluña,2020-02-12,7,6,0,0,1
Asturias,2020-02-13,0,0,0,0,0
Asturias,2020-02-13,0,0,0,0,0
Baleares,2020-02-13,0,0,0,0,0
Baleares,2020-02-13,0,0,0,0,0
Canarias,2020-02-13,0,0,0,0,0
Canarias,2020-02-13,0,0,0,0,0
Cantabria,2020-02-13,0,0,0,0,0
Cantabria,2020-02-13,0,0,0,0,0
Castilla La Mancha,2020-02-13,0,0,0,0,0
Castilla La Mancha,2020-02-13,0,0,0,0,0
Galicia,2020-02-13,0,0,0,0,0
Galicia,2020-02-13,0,0,0,0,0
La Rioja,2020-02-13,0,0,0,0,0
La Rioja,2020-02-13,0,0,0,0,0
Melilla,2020-02-13,0,0,0,0,0
Melilla,2020-02-13,0,0,0,0,0
Murcia,2020-02-13,0,0,0,0,0
Murcia,2020-02-13,0,0,0,0,0
Navarra,2020-02-13,0,0,0,0,0
Navarra,2020-02-13,0,0,0,0,0
País Vasco,2020-02-13,0,0,0,0,0
País Vasco,2020-02-13,0,0,0,0,0
Ceuta,2020-02-13,1,0,1,0,0
Ceuta,2020-02-13,1,0,1,0,0
Extremadura,2020-02-13,1,0,1,0,0
Extremadura,2020-02-13,1,0,1,0,0
Aragón,2020-02-13,1,1,0,0,0
Aragón,2020-02-13,1,1,0,0,0
Madrid,2020-02-13,15,15,0,0,0
Madrid,2020-02-13,15,15,0,0,0
Andalucía,2020-02-13,2,1,1,0,0
Andalucía,2020-02-13,2,1,1,0,0
C. Valenciana,2020-02-13,2,1,1,0,0
C. Valenciana,2020-02-13,2,1,1,0,0
Castilla y León,2020-02-13,3,0,3,0,0
Castilla y León,2020-02-13,3,0,3,0,0
España,2020-02-13,34,25,7,0,2
España,2020-02-13,34,25,7,0,2
Cataluña,2020-02-13,9,7,0,0,2
Cataluña,2020-02-13,9,7,0,0,2
Aragón,2020-02-14,0,0,0,0,0
Aragón,2020-02-14,0,0,0,0,0
Asturias,2020-02-14,0,0,0,0,0
Asturias,2020-02-14,0,0,0,0,0
Cantabria,2020-02-14,0,0,0,0,0
Cantabria,2020-02-14,0,0,0,0,0
Castilla La Mancha,2020-02-14,0,0,0,0,0
Castilla La Mancha,2020-02-14,0,0,0,0,0
Ceuta,2020-02-14,0,0,0,0,0
Ceuta,2020-02-14,0,0,0,0,0
Galicia,2020-02-14,0,0,0,0,0
Galicia,2020-02-14,0,0,0,0,0
La Rioja,2020-02-14,0,0,0,0,0
La Rioja,2020-02-14,0,0,0,0,0
Melilla,2020-02-14,0,0,0,0,0
Melilla,2020-02-14,0,0,0,0,0
Navarra,2020-02-14,0,0,0,0,0
Navarra,2020-02-14,0,0,0,0,0
País Vasco,2020-02-14,0,0,0,0,0
País Vasco,2020-02-14,0,0,0,0,0
Murcia,2020-02-14,1,0,1,0,0
Murcia,2020-02-14,1,0,1,0,0
Andalucía,2020-02-14,1,1,0,0,0
Andalucía,2020-02-14,1,1,0,0,0
Baleares,2020-02-14,1,1,0,0,0
Baleares,2020-02-14,1,1,0,0,0
Canarias,2020-02-14,1,1,0,0,0
Canarias,2020-02-14,1,1,0,0,0
Castilla y León,2020-02-14,1,1,0,0,0
Castilla y León,2020-02-14,1,1,0,0,0
Cataluña,2020-02-14,1,1,0,0,0
Cataluña,2020-02-14,1,1,0,0,0
Extremadura,2020-02-14,1,1,0,0,0
Extremadura,2020-02-14,1,1,0,0,0
Madrid,2020-02-14,11,11,0,0,0
Madrid,2020-02-14,11,11,0,0,0
España,2020-02-14,20,19,1,0,0
España,2020-02-14,20,19,1,0,0
C. Valenciana,2020-02-14,2,2,0,0,0
C. Valenciana,2020-02-14,2,2,0,0,0
Aragón,2020-02-15,0,0,0,0,0
Aragón,2020-02-15,0,0,0,0,0
Asturias,2020-02-15,0,0,0,0,0
Asturias,2020-02-15,0,0,0,0,0
Baleares,2020-02-15,0,0,0,0,0
Baleares,2020-02-15,0,0,0,0,0
Canarias,2020-02-15,0,0,0,0,0
Canarias,2020-02-15,0,0,0,0,0
Cantabria,2020-02-15,0,0,0,0,0
Cantabria,2020-02-15,0,0,0,0,0
Castilla La Mancha,2020-02-15,0,0,0,0,0
Castilla La Mancha,2020-02-15,0,0,0,0,0
Castilla y León,2020-02-15,0,0,0,0,0
Castilla y León,2020-02-15,0,0,0,0,0
