localidad,fecha,casos,hospitalizados,uci,fallecidos
Madrid,2020-02-19,0,14,1,0
Castilla La Mancha,2020-02-19,0,2,0,0
C. Valenciana,2020-02-19,0,2,1,0
Andalucía,2020-02-19,0,3,0,0
España,2020-02-19,0,37,3,0
País Vasco,2020-02-19,0,4,0,0
Cataluña,2020-02-19,0,9,1,0
Aragón,2020-02-20,0,1,0,0
Canarias,2020-02-20,0,1,0,0
Castilla La Mancha,2020-02-20,0,1,0,0
Castilla y León,2020-02-20,0,1,0,0
Galicia,2020-02-20,0,1,0,0
País Vasco,2020-02-20,0,1,0,0
Andalucía,2020-02-20,0,1,1,0
Cataluña,2020-02-20,0,14,0,0
Madrid,2020-02-20,0,15,0,0
C. Valenciana,2020-02-20,0,2,0,0
Navarra,2020-02-20,0,2,0,0
España,2020-02-20,0,40,1,0
Canarias,2020-02-21,0,1,0,0
Castilla y León,2020-02-21,0,1,0,0
Navarra,2020-02-21,0,1,0,0
C. Valenciana,2020-02-21,0,1,1,0
Cataluña,2020-02-21,0,13,1,0
Madrid,2020-02-21,0,19,0,0
Andalucía,2020-02-21,0,2,0,0
País Vasco,2020-02-21,0,2,0,0
España,2020-02-21,0,40,2,0
Andalucía,2020-02-22,0,1,0,0
Aragón,2020-02-22,0,1,0,0
Canarias,2020-02-22,0,1,0,0
Murcia,2020-02-22,0,1,0,0
Cataluña,2020-02-22,0,10,1,0
Galicia,2020-02-22,0,1,1,0
País Vasco,2020-02-22,0,2,0,0
Madrid,2020-02-22,0,8,1,0
Castilla y León,2020-02-22,1,2,0,0
España,2020-02-22,1,27,3,0
Castilla y León,2020-02-23,0,0,1,0
Aragón,2020-02-23,0,0,2,0
Andalucía,2020-02-23,0,1,0,0
Canarias,2020-02-23,0,1,0,0
Murcia,2020-02-23,0,1,0,0
País Vasco,2020-02-23,0,1,0,0
Navarra,2020-02-23,0,1,1,0
C. Valenciana,2020-02-23,0,2,1,0
Cataluña,2020-02-23,0,8,0,0
Madrid,2020-02-23,0,8,1,0
La Rioja,2020-02-23,2,0,0,0
España,2020-02-23,2,23,6,0
Andalucía,2020-02-24,0,1,0,0
Murcia,2020-02-24,0,1,0,0
País Vasco,2020-02-24,0,1,0,0
Cataluña,2020-02-24,0,15,0,0
C. Valenciana,2020-02-24,0,2,0,0
Galicia,2020-02-24,0,2,0,0
Navarra,2020-02-24,0,2,0,0
Castilla La Mancha,2020-02-24,0,2,1,0
Aragón,2020-02-24,1,0,0,0
Madrid,2020-02-24,1,18,3,0
España,2020-02-24,2,44,4,0
Castilla La Mancha,2020-02-25,0,0,1,0
Extremadura,2020-02-25,0,1,0,0
Murcia,2020-02-25,0,1,0,0
Asturias,2020-02-25,0,1,1,0
Cataluña,2020-02-25,0,11,2,0
Madrid,2020-02-25,0,16,1,0
Castilla y León,2020-02-25,0,2,1,0
País Vasco,2020-02-25,0,3,0,0
C. Valenciana,2020-02-25,0,3,1,0
Andalucía,2020-02-25,0,4,0,0
Canarias,2020-02-25,1,2,0,0
España,2020-02-25,1,44,7,0
Aragón,2020-02-26,0,1,0,0
Navarra,2020-02-26,0,1,0,0
Cataluña,2020-02-26,0,15,0,0
Galicia,2020-02-26,0,2,0,0
País Vasco,2020-02-26,0,2,0,0
Canarias,2020-02-26,0,3,0,0
Castilla y León,2020-02-26,0,4,1,0
La Rioja,2020-02-26,1,0,0,0
Andalucía,2020-02-26,1,3,0,0
C. Valenciana,2020-02-26,1,4,0,0
Madrid,2020-02-26,4,25,3,0
España,2020-02-26,7,60,4,0
Murcia,2020-02-27,0,0,1,0
Castilla La Mancha,2020-02-27,0,2,0,0
Aragón,2020-02-27,0,3,0,0
País Vasco,2020-02-27,0,3,1,0
Extremadura,2020-02-27,1,0,0,0
Andalucía,2020-02-27,1,2,0,0
Navarra,2020-02-27,1,2,0,0
España,2020-02-27,19,58,4,0
Cataluña,2020-02-27,2,15,0,0
Canarias,2020-02-27,3,0,0,0
Castilla y León,2020-02-27,3,2,0,0
Madrid,2020-02-27,3,24,2,0
C. Valenciana,2020-02-27,5,5,0,0
Extremadura,2020-02-28,0,1,0,0
Galicia,2020-02-28,0,1,0,0
Castilla y León,2020-02-28,0,2,1,0
Castilla La Mancha,2020-02-28,0,3,0,0
País Vasco,2020-02-28,0,3,0,0
Baleares,2020-02-28,1,0,0,0
Aragón,2020-02-28,1,1,1,0
Canarias,2020-02-28,1,1,1,0
Navarra,2020-02-28,1,1,1,0
Cataluña,2020-02-28,2,16,1,0
España,2020-02-28,23,62,8,0
C. Valenciana,2020-02-28,5,3,0,0
Andalucía,2020-02-28,6,2,0,0
Madrid,2020-02-28,6,28,3,0
Castilla y León,2020-02-29,0,1,0,0
Galicia,2020-02-29,0,1,0,0
Aragón,2020-02-29,0,2,1,0
Castilla La Mancha,2020-02-29,0,2,1,0
País Vasco,2020-02-29,0,3,0,0
Cataluña,2020-02-29,0,9,0,0
Cantabria,2020-02-29,1,0,0,0
Extremadura,2020-02-29,1,0,0,0
Canarias,2020-02-29,1,1,0,0
La Rioja,2020-02-29,1,1,0,0
Navarra,2020-02-29,1,2,0,0
Asturias,2020-02-29,1,2,1,0
España,2020-02-29,19,49,4,0
Andalucía,2020-02-29,3,2,1,0
C. Valenciana,2020-02-29,4,2,0,0
Madrid,2020-02-29,6,21,0,0
Asturias,2020-03-01,0,1,0,0
Canarias,2020-03-01,0,1,0,0
C. Valenciana,2020-03-01,0,1,0,0
Galicia,2020-03-01,0,1,0,0
Andalucía,2020-03-01,0,4,2,0
País Vasco,2020-03-01,1,1,0,0
Cataluña,2020-03-01,1,21,1,0
Madrid,2020-03-01,23,32,3,0
Castilla La Mancha,2020-03-01,3,1,0,0
Extremadura,2020-03-01,3,1,0,0
España,2020-03-01,36,67,6,0
Castilla y León,2020-03-01,5,3,0,0
Aragón,2020-03-02,0,1,0,0
Asturias,2020-03-02,0,1,0,0
Canarias,2020-03-02,0,1,0,0
Galicia,2020-03-02,0,1,0,0
La Rioja,2020-03-02,0,1,0,0
Murcia,2020-03-02,0,1,0,0
Baleares,2020-03-02,1,0,0,0
Ceuta,2020-03-02,1,0,0,0
Navarra,2020-03-02,1,1,0,0
Castilla y León,2020-03-02,1,4,0,0
Castilla La Mancha,2020-03-02,1,6,0,0
Andalucía,2020-03-02,1,9,0,0
Extremadura,2020-03-02,2,1,0,0
Madrid,2020-03-02,39,64,7,0
Cataluña,2020-03-02,4,33,3,0
País Vasco,2020-03-02,4,5,0,0
C. Valenciana,2020-03-02,6,4,0,0
España,2020-03-02,70,133,10,0
Cantabria,2020-03-02,9,0,0,0
Navarra,2020-03-03,0,1,0,0
Aragón,2020-03-03,0,2,1,0
Galicia,2020-03-03,1,1,0,0
Extremadura,2020-03-03,1,1,1,0
Andalucía,2020-03-03,1,13,3,0
Canarias,2020-03-03,1,2,0,0
Asturias,2020-03-03,2,1,0,0
Baleares,2020-03-03,3,0,0,0
Madrid,2020-03-03,39,86,5,1
País Vasco,2020-03-03,4,12,2,0
Cataluña,2020-03-03,4,20,1,0
La Rioja,2020-03-03,5,2,0,0
C. Valenciana,2020-03-03,5,4,1,0
Castilla La Mancha,2020-03-03,5,5,1,0
Castilla y León,2020-03-03,7,4,0,0
España,2020-03-03,78,154,15,1
Canarias,2020-03-04,0,1,0,0
Andalucía,2020-03-04,0,11,3,0
Castilla y León,2020-03-04,0,2,0,0
Navarra,2020-03-04,0,2,0,0
Baleares,2020-03-04,1,1,0,0
La Rioja,2020-03-04,11,2,0,0
Aragón,2020-03-04,2,0,0,0
Asturias,2020-03-04,2,0,0,0
Galicia,2020-03-04,2,3,0,0
Cataluña,2020-03-04,2,31,2,0
Castilla La Mancha,2020-03-04,2,5,1,1
C. Valenciana,2020-03-04,3,3,0,0
País Vasco,2020-03-04,4,6,2,1
Madrid,2020-03-04,57,98,6,0
España,2020-03-04,86,165,14,2
Asturias,2020-03-05,0,1,0,0
Extremadura,2020-03-05,0,3,0,0
C. Valenciana,2020-03-05,10,5,1,0
Madrid,2020-03-05,116,134,14,1
Navarra,2020-03-05,1,2,1,0
Galicia,2020-03-05,1,3,0,0
La Rioja,2020-03-05,14,2,0,0
España,2020-03-05,186,235,19,1
País Vasco,2020-03-05,20,13,0,0
Castilla y León,2020-03-05,2,6,1,0
Canarias,2020-03-05,3,2,0,0
Aragón,2020-03-05,3,3,1,0
Castilla La Mancha,2020-03-05,3,6,0,0
Andalucía,2020-03-05,5,10,0,0
Cataluña,2020-03-05,8,45,1,0
Extremadura,2020-03-06,0,1,0,0
Murcia,2020-03-06,0,1,0,0
Cantabria,2020-03-06,1,0,0,0
Baleares,2020-03-06,1,0,1,0
Andalucía,2020-03-06,13,7,2,0
Madrid,2020-03-06,166,157,15,2
Galicia,2020-03-06,2,5,1,0
País Vasco,2020-03-06,25,12,1,0
España,2020-03-06,271,252,25,3
Cataluña,2020-03-06,3,37,1,1
Aragón,2020-03-06,3,4,0,0
Asturias,2020-03-06,3,5,0,0
C. Valenciana,2020-03-06,3,5,0,0
La Rioja,2020-03-06,35,2,1,0
Castilla y León,2020-03-06,5,4,1,0
Castilla La Mancha,2020-03-06,5,8,1,0
Canarias,2020-03-06,6,4,1,0
Baleares,2020-03-07,0,1,0,0
Murcia,2020-03-07,0,1,0,0
Asturias,2020-03-07,1,0,0,0
Cantabria,2020-03-07,1,0,0,0
Extremadura,2020-03-07,1,0,0,0
Navarra,2020-03-07,1,3,1,0
Madrid,2020-03-07,180,186,15,1
Castilla y León,2020-03-07,2,6,0,0
España,2020-03-07,288,286,22,3
La Rioja,2020-03-07,29,4,0,0
Cataluña,2020-03-07,3,22,0,1
Canarias,2020-03-07,3,3,0,0
País Vasco,2020-03-07,34,23,1,1
Andalucía,2020-03-07,5,14,1,0
Castilla La Mancha,2020-03-07,5,9,0,0
C. Valenciana,2020-03-07,7,6,2,0
Galicia,2020-03-07,8,3,1,0
Aragón,2020-03-07,8,5,1,0
Melilla,2020-03-08,0,1,0,0
Canarias,2020-03-08,1,1,1,0
Castilla La Mancha,2020-03-08,11,13,1,0
Extremadura,2020-03-08,1,3,0,0
Aragón,2020-03-08,13,5,0,2
Andalucía,2020-03-08,18,13,2,0
Baleares,2020-03-08,2,0,1,0
Madrid,2020-03-08,218,214,25,10
Asturias,2020-03-08,2,2,0,0
La Rioja,2020-03-08,22,1,0,0
Murcia,2020-03-08,2,4,0,0
España,2020-03-08,361,315,32,14
Navarra,2020-03-08,4,2,0,0
Cataluña,2020-03-08,4,27,1,0
País Vasco,2020-03-08,46,14,1,2
Galicia,2020-03-08,5,1,0,0
C. Valenciana,2020-03-08,5,4,0,0
Castilla y León,2020-03-08,7,10,0,0
Castilla y León,2020-03-09,10,18,1,0
C. Valenciana,2020-03-09,12,17,2,0
Castilla La Mancha,2020-03-09,15,29,3,1
Navarra,2020-03-09,15,5,1,0
Cataluña,2020-03-09,18,66,4,1
Andalucía,2020-03-09,19,14,0,0
Baleares,2020-03-09,2,1,0,0
Extremadura,2020-03-09,2,4,1,0
Canarias,2020-03-09,3,5,0,0
La Rioja,2020-03-09,39,3,0,1
Murcia,2020-03-09,4,1,0,0
Madrid,2020-03-09,430,330,27,9
País Vasco,2020-03-09,47,20,0,2
Asturias,2020-03-09,5,3,0,0
Aragón,2020-03-09,5,8,2,2
España,2020-03-09,635,529,42,16
Galicia,2020-03-09,9,5,1,0
Baleares,2020-03-10,1,0,0,0
España,2020-03-10,1023,654,59,26
Galicia,2020-03-10,13,5,1,0
Asturias,2020-03-10,17,6,1,0
Andalucía,2020-03-10,18,33,4,0
La Rioja,2020-03-10,22,4,0,1
Navarra,2020-03-10,27,15,0,0
Castilla La Mancha,2020-03-10,29,27,4,0
Extremadura,2020-03-10,3,3,0,0
C. Valenciana,2020-03-10,34,21,1,0
Castilla y León,2020-03-10,34,22,2,0
Murcia,2020-03-10,4,2,0,0
Aragón,2020-03-10,6,5,1,1
Madrid,2020-03-10,658,385,30,23
Cataluña,2020-03-10,74,88,11,1
País Vasco,2020-03-10,75,32,3,0
Canarias,2020-03-10,8,6,1,0
Melilla,2020-03-11,0,3,0,0
Cataluña,2020-03-11,108,97,5,3
España,2020-03-11,1329,842,74,35
Murcia,2020-03-11,13,5,1,0
Canarias,2020-03-11,16,5,1,0
Aragón,2020-03-11,18,8,1,0
Galicia,2020-03-11,22,8,0,0
Castilla y León,2020-03-11,25,34,4,0
Navarra,2020-03-11,27,18,0,0
C. Valenciana,2020-03-11,38,29,5,0
La Rioja,2020-03-11,41,3,1,0
Andalucía,2020-03-11,46,35,6,0
Castilla La Mancha,2020-03-11,48,32,6,1
Baleares,2020-03-11,5,1,0,0
Asturias,2020-03-11,5,3,0,0
País Vasco,2020-03-11,73,37,4,5
Madrid,2020-03-11,836,520,39,25
Extremadura,2020-03-11,8,4,1,1
Castilla La Mancha,2020-03-12,115,47,3,1
Murcia,2020-03-12,12,2,0,0
Canarias,2020-03-12,17,12,5,0
España,2020-03-12,1802,966,90,56
Aragón,2020-03-12,20,16,1,3
Melilla,2020-03-12,2,1,0,0
Cataluña,2020-03-12,235,130,12,6
Extremadura,2020-03-12,24,2,0,0
La Rioja,2020-03-12,35,15,2,0
Asturias,2020-03-12,3,7,0,1
Galicia,2020-03-12,38,11,4,0
Navarra,2020-03-12,40,20,1,0
C. Valenciana,2020-03-12,51,42,9,0
Baleares,2020-03-12,6,2,0,3
Castilla y León,2020-03-12,70,34,3,1
Andalucía,2020-03-12,76,41,2,0
País Vasco,2020-03-12,81,52,3,3
Cantabria,2020-03-12,9,0,0,0
Madrid,2020-03-12,968,532,45,38
Melilla,2020-03-13,1,0,0,0
País Vasco,2020-03-13,105,60,6,6
Murcia,2020-03-13,11,6,1,0
Cantabria,2020-03-13,12,0,0,0
C. Valenciana,2020-03-13,134,42,8,2
Castilla La Mancha,2020-03-13,143,58,8,5
Andalucía,2020-03-13,157,56,8,2
Aragón,2020-03-13,20,6,2,0
España,2020-03-13,2160,1075,123,79
Canarias,2020-03-13,22,19,5,1
La Rioja,2020-03-13,35,10,1,1
Cataluña,2020-03-13,363,168,10,12
Extremadura,2020-03-13,37,4,3,0
Galicia,2020-03-13,42,14,0,0
Asturias,2020-03-13,46,6,1,0
Navarra,2020-03-13,49,17,2,0
Baleares,2020-03-13,8,3,1,0
Madrid,2020-03-13,883,557,62,48
Castilla y León,2020-03-13,92,49,5,2
Ceuta,2020-03-14,1,0,0,0
País Vasco,2020-03-14,101,42,1,2
Andalucía,2020-03-14,123,52,5,5
C. Valenciana,2020-03-14,132,52,8,7
Cantabria,2020-03-14,17,0,0,0
La Rioja,2020-03-14,19,13,4,0
Melilla,2020-03-14,2,0,0,0
España,2020-03-14,2021,1168,118,104
Canarias,2020-03-14,23,8,2,0
Murcia,2020-03-14,24,6,0,0
Extremadura,2020-03-14,27,7,0,0
Cataluña,2020-03-14,353,194,21,13
Aragón,2020-03-14,39,15,4,1
Asturias,2020-03-14,39,7,0,0
Navarra,2020-03-14,42,16,0,1
Galicia,2020-03-14,45,13,1,1
Castilla y León,2020-03-14,53,50,7,5
Baleares,2020-03-14,7,5,1,0
Castilla La Mancha,2020-03-14,82,88,5,8
Madrid,2020-03-14,892,600,59,61
País Vasco,2020-03-15,100,43,7,14
Melilla,2020-03-15,11,0,0,0
C. Valenciana,2020-03-15,115,61,10,4
Castilla y León,2020-03-15,122,66,8,4
Castilla La Mancha,2020-03-15,146,105,10,11
Andalucía,2020-03-15,167,64,6,4
Canarias,2020-03-15,19,13,5,1
Baleares,2020-03-15,20,1,0,0
Murcia,2020-03-15,20,5,3,0
España,2020-03-15,2300,1300,150,129
Aragón,2020-03-15,32,19,6,1
Extremadura,2020-03-15,32,7,0,1
Asturias,2020-03-15,37,5,0,0
La Rioja,2020-03-15,38,13,5,1
Cataluña,2020-03-15,484,174,25,7
Galicia,2020-03-15,65,14,2,1
Navarra,2020-03-15,75,32,3,1
Madrid,2020-03-15,808,678,60,79
Cantabria,2020-03-15,9,0,0,0
País Vasco,2020-03-16,102,77,4,5
Andalucía,2020-03-16,129,91,17,5
Baleares,2020-03-16,13,1,1,0
Madrid,2020-03-16,1400,1020,71,109
Castilla y León,2020-03-16,140,86,13,11
C. Valenciana,2020-03-16,143,84,13,5
Castilla La Mancha,2020-03-16,182,150,15,13
Murcia,2020-03-16,20,10,1,0
Cantabria,2020-03-16,3,0,0,0
España,2020-03-16,3240,2002,189,178
Aragón,2020-03-16,36,25,6,4
La Rioja,2020-03-16,42,19,2,2
Canarias,2020-03-16,46,19,2,1
Extremadura,2020-03-16,55,16,2,2
Navarra,2020-03-16,60,32,2,1
Asturias,2020-03-16,65,11,3,0
Cataluña,2020-03-16,713,341,34,19
Galicia,2020-03-16,91,20,3,1
Galicia,2020-03-17,111,42,5,2
Cantabria,2020-03-17,17,0,0,1
Castilla La Mancha,2020-03-17,188,149,11,20
País Vasco,2020-03-17,193,111,4,11
C. Valenciana,2020-03-17,201,94,16,2
Madrid,2020-03-17,2057,1158,94,107
Castilla y León,2020-03-17,210,100,9,7
Andalucía,2020-03-17,252,103,16,8
Baleares,2020-03-17,35,3,0,1
Aragón,2020-03-17,37,19,7,0
Melilla,2020-03-17,4,0,0,0
Murcia,2020-03-17,41,10,1,0
Canarias,2020-03-17,42,18,6,1
España,2020-03-17,4457,2295,215,186
Asturias,2020-03-17,45,20,3,0
Extremadura,2020-03-17,57,17,2,2
La Rioja,2020-03-17,70,17,0,0
Navarra,2020-03-17,70,51,1,1
Cataluña,2020-03-17,827,383,40,23
Melilla,2020-03-18,1,0,0,0
Cataluña,2020-03-18,1016,476,61,41
Navarra,2020-03-18,105,68,3,3
Galicia,2020-03-18,177,53,6,0
Madrid,2020-03-18,1838,1476,103,114
País Vasco,2020-03-18,228,154,8,19
